1,IPv6 环境 下 校园网 接入 认证 系统 设计 实现,论文 正是 针对 上述 因素 IPv6 环境 局域网 安全 接入 主要 研究 对象 深入分析 现有 IPv6 网络安全 接入 技术 基础 上 安全 接入 技术 实现 问题 作 探索性 研究 实践
0,B2C 汇丰 小型 购物 商城 设计 实现,企业 发现 网上 购物 商城 巨大 利益 迫使 顺应时代 发展 开发 一个 网站 平台 满足 人们 足不出户 购物 需要 ； 企业 足不出户 闻名于世 要求
1,IT 风险管理系统 设计 实现,系统 实现 价值 成熟 管理框架 之下 更加 贴近 企业 业务 角度 企业 风险管理 提供 一种 IT 风险管理 视角 管理工具 便于 IT 风险管理 工作 落实 突破 IT 部门 业务部门 之间 信息 壁垒 使 企业 最 有效 利用 有限 资源 减少 负 偏离 风险 情况 保障 企业 战略目标 实现
0,B2C 汇丰 小型 购物 商城 设计 实现,电子商务 网站 网络 上 建立 一个 虚拟 购物 商场 顾客 只 需 需要 查找 想 购买 商品 放到 购物车 中后 提交 订单 就可以
1,NVM 存储 策略研究 实现,针对 智能 手环 本文 分析 NVM DRAM 读写 能耗 进行 建模 定义 给出 读写 能耗 迁移 能耗 成本 数学 描述 提出 一种 能耗 感知 智能 手环 数据管理 策略 BPADM （ Bracelet Power Aware Data Management ）
0,B2C 汇丰 小型 购物 商城 设计 实现,避免 顾客 挑选 商品 繁琐 过程 使 顾客 购物 过程 变得 轻松 快捷 方便 很 适合 现代人 快节奏 生活 方式
1,OA 协同 网络 办公 管理 平台 设计 实现,最终 完成 系统 主要 四种 不同 角色 登陆 系统 后 执行 不同 操作 完成 功能 主要 四大 子系统 分别 针对 销售 中心 研发 中心 管理中心 系统 中心 提供 方便快捷 平台 大大提高 办公 水平
0,B2C 汇丰 小型 购物 商城 设计 实现,B2C 小型 购物 商城 设计 实现 网络平台 达到 商品 展示 商品 销售 网站 商品 发布 主体 购物者 选择 心仪 产品 背景 网络系统
1,OFDM 短波通信 应用研究,同步 技术方面 针对 分组 检测 判决 变量 大小 不 确定 问题 延时 相关 算法 进行 部分 改进 ； 完全 时域 方法 完成 OFDM 符号 检测 频率误差 估计 降低 实现 复杂度
0,B2C 汇丰 小型 购物 商城 设计 实现,B2C 小型 购物 商城 出现 推进 电子商务 发展 也具有 不可估量 意义
1,OFDM 短波通信 应用研究,短波 信道 参数 设定 逐步 分析 短波 OFDM 基带 部分 实现 过程 需要考虑 纠错编码 IFFT FFT 实现 同步方法 削波 滤波 方法 具体 实现 过程 性能 进行 仿真
0,B2C 汇丰 小型 购物 商城 设计 实现,B2C 小型 购物 商城 设计 实现 采用 MicrosoftVisualStudio2005 开发平台 利用 MicrosoftSQLServe r2 005 后台 数据 运行 强大 支撑
1,PCB 刀具 磨床 数控系统 设计 实现,课题 选取 一种 工业 PC机 为基础 德国 BECKHOFF 公司 Soft 型 开放式 数控系统 TwinCATNCI 控制 开发平台 加拿大 Dragonfly 软件 服务平台 嵌入 VisualBasic6 .0 开发 VBScript 实现 人机 操作界面 PCB 五轴三 联动 刀具 数控磨床 设计 对象
0,B2C 汇丰 小型 购物 商城 设计 实现,本文 主要是从 可行性分析 需求分析 总体设计 详细设计 代码编写 软件测试 介绍 网站 形成 过程
1,PCB 刀具 磨床 数控系统 设计 实现,达到 国际 先进 水平 具有 较高 精度 生产效率 较好 刀具 加工 稳定性
0,B2C 汇丰 小型 购物 商城 设计 实现,系统 主要 业务 需要 用户需求 分析 分为 前台 功能模块 后台管理 模块 两 大 模块
1,Rootkit Anti Rootkit 软件 设计 实现,采用 新 Rootkit 方法 当前 世面 上 Anti Rootkit 软件 进行 验证 弥补 安全软件 不足之处 开发 出新 Anti Rootkit 软件 以此 提高 系统 安全性
0,B2C 汇丰 小型 购物 商城 设计 实现,网站前台 主要 用户 提供 商品 查看 商品 浏览 购买 商品 功能
1,web 舆情 信息 自动化 采集 系统 设计 实现,2 研究 提出 可视化 信息采集 模板 生成 技术 用户 操作 行为 （ 包括 点击 下 一页 超链接 按钮 点击 网页 元素 下拉列表 ） 转化 采集 模板 降低 模板 制作 难度 提高 模板 制作 效率
0,B2C 汇丰 小型 购物 商城 设计 实现,包含 会员 注册 登录 模块 购物车 模块 订单 查看 模块 会员卡 充值 模块 商品 显示 模块 留言 模块 网上 帮助 模块
1,web 舆情 信息 自动化 采集 系统 设计 实现,3 实现 基于 DOM 树 行块 分布函数 网页 正文 提取 子系统 应用 pa 正则表达式 相关 技术 系统综合 采用 统计 规则 相结合 方法 解决 系统 通用性 问题
0,B2C 汇丰 小型 购物 商城 设计 实现,网站后台 主要 管理员 实现 管理 功能
1,web 舆情 信息 自动化 采集 系统 设计 实现,4 实现 采集 web 信息 进行 聚类分析 数据处理 过程 最终 用户 提供 舆情 浏览 热点话题 发现 综合 舆情 服务
0,B2C 汇丰 小型 购物 商城 设计 实现,包含 管理员 管理 模块 会员 管理 模块 商品 管理 模块 物流 管理 模块 订单 管理 模块 留言 管理 模块
1,Windows NT6 X 系列 操作系统 下 Rootkit 技术研究 实现,课题 主要 研究 WindowsNT 系列 操作系统 针对 Rootkit 安全机制 此基础 上 实现 一种 简单 Rootkit 技术 用于 测试 WindowsNT 系统 安全性 具体 工作 分为 以下 两个 方面 展开 WindowsNT 操作系统 安全机制 分析 WindowsNT 32位 操作系统 下 Rootkit 技术 应用研究 突破
0,B2C 电子商务系统 设计 实现,信息技术 极速 发展 驱动 全球 电子商务 贸易 急速 攀升
1,Windows NT6 X 系列 操作系统 下 Rootkit 技术研究 实现,主要 针对 WindowsNT 32位 操作系统 之前 操作系统 主要 改变 网络结构 部分 内核数据结构 进行 分析 结合 分析 连接 隐藏 注册表 隐藏 进程 隐藏 内核态 线程 注入 技术 进行 实现
0,B2C 电子商务系统 设计 实现,网上交易 一种 模式 B2C 展现 强大 应用 功能 目前 广泛应用 电子商务 模式 商业 公司 互联网 用户 开展 一种 主要 销售 方式
1,WLAN 巡检 助手 系统 设计 实现,本文 泉州 移动 公司 WLAN 巡检 助手 系统 项目开发 研究 背景 研究 泉州 移动 公司 WLAN 业务 现状 调研 分析 业务需求 结合 现有技术 运用 软件工程思想 设计 开发 出该 WLAN 巡检 助手 系统
0,B2C 电子商务系统 设计 实现,B2C 模式 下 商业 公司 互联网 用户 开展 电子商务 交易 主要 在线 零售 形式 进行
1,WLAN 巡检 助手 系统 设计 实现,开发 WLAN 巡检 助手 客户端 最终 实现 巡检 人员 及时 WLAN 热点 AP 设备 进行 日常 巡检 网络测试 工作 热点 覆盖 进行 实际 情况 拍照 竞争对手 WLAN 网络覆盖 区域 进行 收集 实现 所有 资料 自动上传 服务器备份 审核 WLAN 选点 上报 Web 端 用作 辅助 收集 选点 信息 提高 巡检 人员 工作效率
0,B2C 电子商务系统 设计 实现,近几年 垂直 细分 类型 B2C 网站 不断 出现 电子商务 领域 不断 带来 新 活力
1,XX 银行 财务 管理系统 设计 实现,分析 数据 结合 项目管理 经验 思想 项目管理 方式 变得 更加 科学 高效
0,B2C 电子商务系统 设计 实现,B2C 网站 形式各异 系统框架 类似
1,XX 银行 财务 管理系统 设计 实现,本文 主要 目的 能够 提出 一种 适用于 银行 企业 财务 管理系统 项目 实施办法 最好 实践经验
0,B2C 电子商务系统 设计 实现,新 出现 B2C 网站 带来 重复 开发 工作 整个 社会 来说 一种 资源 浪费
1,X 波段 群 延时 腔体 滤波器 仿真 设计 研制,本文 应用 现代 微波 滤波器 设计 理论 采用 同轴线 型 多级 腔体 滤波器 方案 低通 原型 采用 耦合 谐振 滤波器 设计 方法 频率变换 结合 终端 谐振器 外界 Q 谐振器 间 耦合系数 仿真 优化设计 终 得到 满足 设计目标 群 延时 滤波器
0,B2C 电子商务系统 设计 实现,数据库 采用 SQLServe r2 005
1,X 波段 群 延时 腔体 滤波器 仿真 设计 研制,本文 主要 研制 成果 解决 两个 关键 技术难点 一个 低 群 延时 波动 设计 群 延时 波动 要求 带外 抑制 要求 互为 制约 合理 设计 适当 滤波器 通带 带宽 成为 关键
0,B2C 电子商务系统 设计 实现,B2C 电子商务 购物系统 结构 紧紧围绕 商家 消费者 需要 进行 运作 流程 涵盖 商家 产品 展示 推介 库存 物流 售后服务 环节 消费者 产品 搜索 下单 支付 售后 评价 过程
1,ZPW 2000 A 调谐 区 SVA 阻抗 调谐 区 品质因数 影响 分析,分析 普速 铁路 ZPW 2000 A 空心线圈 SVA 阻抗 整体 谐振 电路 影响 提出 调谐 区 小 轨道电路 品质因数 计算方法 提高 调谐 区 品质因数 改善 钢轨 传输 稳定性 增强 调谐 区选 频 性能
0,B2C 电子商务系统 设计 实现,三层架构 主流 系统架构 方法 一种 主要 思想 整个 业务 应用 划分 三个 层次 包括 表现层 业务逻辑 层 数据访问层
1,C语言 教学系统 设计 实现,论文 开发综合 运用 管理信息系统 软件工程 理论 数据库 技术 ASP 动态 编程语言 Web开发 技术
0,B2C 电子商务系统 设计 实现,三层架构 提出 满足 软件设计 过程 需要 遵循 高内聚 低耦合 思想
1,东兴 证券 福清 营业部 资讯 终端 设计 实现,多种 渠道 进行 大规模 市场调研 了解 统计 绝大部分 客户 资讯 信息 需求 之后 本人 设计 3 大 界面 8 个子 界面 模块 里 涵盖 大部分 市场 资讯
0,B2C 电子商务系统 设计 实现,软件 测试 开发过程 不可或缺 一部分
1,东洲 罗顿 公司项目 管理系统 设计 实现,CMM 过程改进 思想 运用 本次 开发 运用 项目 管理系统 设计 出 一套 企业 紧密 集合 CMM 项目管理 流程 项目管理 方法 实现 了以 CMM 核心 项目管理 方案 CMM 运用 有利于 项目管理 标准化 效率 化 提高 企业 项目管理 效率 质量
0,B2C 电子商务系统 设计 实现,软件开发过程 软件测试 越早 越好
1,东营 丰泰 物流 公司 物流 运输系统 设计 实现,系统 最大 特点 使用 hadoop 实现 系统 云计算 核心 问题 J2EE框架 上 融合 进云 计来 提升 系统 效率 开发 能够 更加 方便 迅速 开发 采用 eclipse 集成开发环境
0,B2C 电子商务系统 设计 实现,软件测试 需求 确定过程 一个 部分
1,东营市 建筑市场 信用 管理系统 设计 实现,本文 东营市 建筑行业 信用 管理系统 进行 市场调查 统计 实际 需求 进行 设计 借鉴 东营市 单位 信用 管理系统 运行 特点 存在 主要 问题 研究 提出 建立 东营市 建筑行业 信用 管理信息系统 基础数据库 设想 采用 UI设计 方法 描述 分析 设计 过程 J2EE 分析 技术 平台 对系统 整体 运行 情况 进行 概要 描述 ； 对系统 数据库设计 需求分析 设计 架构分析 设计 运行 纠错 维护 设计 安全 运行机制 设计 做 详尽 具体 描述 ； 提出 建立 分析 建筑 企业信用 建筑 从业人员 信用 信用评估 体系 模型 ； 相对 比较 重要 模块 设计 运行 做 描述
0,B2C 电子商务系统 设计 实现,本文 借助 ASP .NET框架 总结 出 关键 部分 进行 实现
1,东营市 建筑市场 信用 管理系统 设计 实现,系统 运行 过程 建筑 企业信用 建设单位 监管 单位 信用 建筑企业 从业人员 信用 信息 进行 采集 收录 用户 及时 查询 东营市 建筑行业 信用 信息提供 大量 可靠 资料 加强 东营市 建筑工程 监管 建筑工程 招标 提供 可靠 依据 受到 用户 一致 好评
0,B2C 电子商务系统 设计 实现,本文 系统 实现 一章 完成 系统 三层架构 构建
1,东营市 河口 社区 房产 信息管理系统 设计 实现,本文 主要 研究 房地产 管理信息系统 分析 设计 实现 体系结构 系统分析设计 数据库设计 系统 之间 数据交换 方面 进行 考虑 建立 一个 安全 完善 灵活 扩展 维护 方便 应用 系统
0,BP神经网络 股票投资 分析 应用,股票 金融市场 晴雨表 出现 以来 受到 投资者 关注
1,东营市 河口 社区 房产 信息管理系统 设计 实现,以前 人工 完成 操作 现在 计算机 实现 极大 提高 工作效率 提高 工作 准确性 使 河口 社区 房产 管理工作 更加 方便 快捷 高效
0,BP神经网络 股票投资 分析 应用,股票市场 高 风险性 高收益 性 多变性 特点 股票 分析 预测 伴随 成为 投资者 关注 焦点
1,东营市电力公司 工程 信息管理系统 设计 实现,课题 主要 完成 如下 几项 重要 工作 （ 1 ） 现有 工程项目 管理系统 特点 基础 上 电力公司 工程 项目管理 过程 特殊 需求 制定 系统 实现目标
0,BP神经网络 股票投资 分析 应用,股市 受 政治 经济 投资者心理 一些 内在 因素 影响 复杂性 决定 股票分析 复杂性 不确定性
1,东营 烟草 公司 即时通讯 系统 设计 实现,关键技术 包括 并发处理 技术 大量 客户端 并发 访问 服务器 能够 及时 相应 请求 ； 富文本 技术 拟用 类似 HTML 特殊 字串 （ 类似 HTML 标记 ） 分割 不同 元素 以此 达到 图文并茂 效果 ； 数据 加密技术 拟用 AES加密 算法 CBC 模式 信息 进行 加密 ； 视频聊天 技术 采集 视频 使用 OpenCV 不同 平台 下能 相同 方式 便捷 采集 摄像头 数据
0,BP神经网络 股票投资 分析 应用,目前 预测 领域 提出 很多 方法 改进 技术 提高 股票 预测 精度
1,东营 烟草 公司 即时通讯 系统 设计 实现,P2P 文件传输 技术 拟用 U DP 解决 Nat 渗透 问题 实现 消息 确认 消息 校验 消息 重传 滑动窗口 拥塞控制 机制 实现 U DP 进行 可靠 文件传输
0,BP神经网络 股票投资 分析 应用,方法 传统 预测 方法 基础 上 引进 人工智能 算法 新技术 加以改进
1,东阳市 道路交通事故处理 信息管理系统 设计 实现,本文 现阶段 众多 信息管理系统 交通事故 业务流程 调研 分析 基础 之上 基于 B S 模式 三层架构 设计思想 利用 时下 流行 ASP NET 技术 SQL数据库 管理 技术 交通管理 部门 设计 实现 一套 道路 交通事故 信息管理系统
0,BP神经网络 股票投资 分析 应用,人们 人工智能 算法 广泛 使用 股票市场 人工智能 算法 应用 渐渐 流行起来
1,东阳市 道路交通事故处理 信息管理系统 设计 实现,道路交通管理 部门 对系统 建设 实施 规范 管理 部门 依法 公正 处理 交通事故 办理 流程 实现 事故 处理 各个环节 监督 控制 事故 处理过程 更加 透明化 公开化
0,BP神经网络 股票投资 分析 应用,神经网络 人工智能 算法 不免 股市分析 备受 青睐
1,二次设备 运行 变电站 系统保护 稳定性 影响 研究,分析 系统故障 产生 原因 数据 采样方式 影响 供电 能力 可靠性 影响 进行 例证 说明 结合 电网 运行 条件 下 实时 数据 总结 确保 变电站 系统保护 稳定性 综合 防护 策略
0,BP神经网络 股票投资 分析 应用,神经网络 理论上 逼近 任意 非线性 函数 很强 鲁棒性 容错 能力
1,二滩水电站 电能量 管理 综合评价 系统 设计 实现,主要 工作 贡献 （ 1 ） 论文 电能质量 综合 评估方法 进行 理论 分析 模糊数学 方法 量化 电能质量 评估 指标 最终 输出 电能质量 综合 评估结果 解决 现有 情况 下面 众多 电能质量 指标体系 体系 评估标准 不 统一 无法 电能质量 作出 准确 评估 实际 状况
0,BP神经网络 股票投资 分析 应用,恰好 适用于 股票 数据 分析
1,二滩水电站 电能量 管理 综合评价 系统 设计 实现,（ 2 ） 使用 Microsoftvisualstudio2010 平台 采用 C#语言 设计 一套 电能量 管理 分析 软件系统 读取 二滩水电站 计算机 监控系统 历史数据 分析 电气设备 用电量 变化趋势 电能质量 设备 特征参数 变化 情况 输出设备 健康 状态 评估报告 电能质量 综合 评估报告 摒弃 人工 抄 表 人工 分析 低效率 工作 方式 提升 二滩水电站 电能量 综合 管理方面 智能化 水平
0,BP神经网络 股票投资 分析 应用,模型 使用 过程 结合 多项 技术指标 节点 输入
1,二进制 动态 符号执行 可视化 管理工具 研究 实现,第二 设计 针对 动态 符号执行 可视化 分析方法
0,BP神经网络 股票投资 分析 应用,隐含 层 函数 设计 采用 两个 隐含 层 函数
1,二进制 动态 符号执行 可视化 管理工具 研究 实现,第三 实现 动态 符号执行 可视化 分析工具 VDSE
0,BP神经网络 股票投资 分析 应用,隐含 层 神经元 个数 选择 过程 采用 包含 2 1 在内 5 个值 （ 30 35 41 45 50 输入 节点 个数 ） 神经元 个数 训练 网络
1,从化市 某镇 电子政务 申报 审批 系统设计 实现,课题 从这一点 出发 针对 各级 政务 部门 申报 审批 工作 实际 需求 提出 相应 基于 J2EE 平台 XML 技术 电子政务 申报 审批 系统 管理系统 提高 申报 审批 工作 效率 具有 现实意义
0,BP神经网络 股票投资 分析 应用,预测 结果显示 隐含 层 神经元 个数 不同 预测 精度 不同
1,从化市 某镇 电子政务 申报 审批 系统设计 实现,课题 实现 电子政务 申报 审批 系统 界面 友好 操作 方便 系统 可靠 稳定 运用 单位 日常 申报 审批 管理工作 实现 申报 审批 管理工作 信息化 管理 促进 单位 科学化 规范化 管理 进一步提高 工作效率 完善 单位 管理体系 今后 开发 类似 系统 提供 借鉴 帮助
0,BP神经网络 股票投资 分析 应用,总体而言 神经元 个数 35 41 时 预测 最佳
1,仓储管理系统 研究 实现,最终 形成 一个 中小型 数据库 仓储管理系统 系统 界面 美观 操作 简单 安全性 高 满足 工作 所在 企业 物资管理
0,CDMA 网络 短消息 分组 数据业务 设计 实现,当今社会 无线通信 技术 移动通信 已经 贯穿 每个 人 生活 无线 监控系统 单位 社区 生活 应用 很 普及
1,仓库 库存 管理系统 设计 实现,本篇 论文 总结 联强 国际 有限公司 仓储管理系统 现存 问题 分析 客观 管理 需求 基础 上 结合 模型 开发方法 仓储管理系统 功能 子系统 过程模型 数据 逻辑 模型 数据 概念模型 用户界面 进行 重新设计
0,CDMA 网络 短消息 分组 数据业务 设计 实现,CDMA 网络 本身 固有 特点 安全性 稳定性 较为 突出 无线通信 领域 人们 研究 越来越 深入 应用 越来越 广泛
1,仓库 库存 管理系统 设计 实现,本文 重点 研究 企业 仓库 盘点 作业 管理 现状 单机 环境 下 设计 实现 仓库 盘点 功能 详细 说明 仓库 盘点 功能 设计思路 软件 得到 实现
0,CDMA 网络 短消息 分组 数据业务 设计 实现,单片机 构成 控制 终端 上位机 串行接口 组成 智能 控制系统 已经 全面 渗透 包括 工业控制 家用电器 智能化 气象 信息 监测 控制 环境 数据 监控 领域 在内 层面 所有 应用 基本 都 取用 有线 传输方式 利用 RS 232 串行接口 RS 485 串行接口 实现 数据 通讯 传输 使用 modem 进行 数据传输 方式 实现 功能 节省 以上 基于 有线 方式 不能 充分发挥 CDMA 技术 优势
1,仓库 库存 管理系统 设计 实现,实现 结果表明 功能 访问速度 快 解决 仓库 盘点 问题 上 应用 效果 好
0,CDMA 网络 短消息 分组 数据业务 设计 实现,CDMA 远程监控 系统 利用 现在 比较 成熟 CDMA 技术 资源 发挥 网络 覆盖面广 传输特性 好 速度快 优势 远程 智能控制 终端 提供 一种 方便快捷 无线 数据传输 模式 必定 成为 工业 上 控制 应用 现场 勘探 监测 领域 发展趋势 水利 电力 石油 煤矿 监控 行业 进行 广泛 应用
1,仓库 物流 管理信息系统 设计 实现,系统 开发 推动 我国 物流 信息化 发展 促进 现代 物流 科学发展 加快 转变 经济发展 方式 具有 重要意义 我国 物流 行业 信息化建设 做出 一定 贡献
0,CDMA 网络 短消息 分组 数据业务 设计 实现,本文 CDMA 远程监控 系统 功能 进行 介绍
1,仓库管理系统 设计 实现,仓库 管理软件 包含 报表系统 库存 管理系统 模块 拥有 简洁 美观 软件 界面设计 人性化 软件 流程 使 用户 很快 掌握 软件操作 使用 方法
0,CDMA 网络 短消息 分组 数据业务 设计 实现,系统 包含 硬件 软件 两个 平台
1,仓库管理系统 设计 实现,报表 集成 查询 功能 软件 特色 使 查询 操作 无需 打开 多个 窗口 重复 进行 功能 用户 需要 使用 位置 自然 体现
0,CDMA 网络 短消息 分组 数据业务 设计 实现,硬件 系统 设计 包含 电路设计 ； 软件设计 包含 监控 管理软件 设计
1,仓库管理系统 设计 开发,课题 研究成果 主要 以下 几个 方面 1. 研究 使用 RFID 技术 软件系统 相结合 优化 传统 老旧 仓储管理系统 运作 方式
0,CDMA 网络 短消息 分组 数据业务 设计 实现,硬件 系统 主要 包含 实现 功能 单片机 相关 模块 软件系统 采用 VisualBasic 编写 实现 单片机 数据模块 之间 数据传递 数据管理
1,仓库管理系统 设计 开发,2. 针对 企业 需求 设计 数据库表 结构 视图 相关函数 精简 冗余 数据 使 整个 仓储 管理 流程 不再 复杂化
0,Cu 2 Fe 3 同步 硝化 省略 硝化 过程 N 2 O 释放 特征 影响,废水 金属离子 Cu2 Fe3 同步 硝化 反 硝化 （ SND ） 污水处理 过程 污染物 去除 温室气体 氧化亚氮 （ N2O ） 释放 特征 影响 进行 研究 分析 影响 机理
1,仓库管理系统 设计 开发,3. 使用 Java编程 语言 Spring 框架 使 开发 系统 部分 间 耦合 性 更 低 便于管理 维护
0,C语言 安全 编译器 研究,计算机 应用 越来越 广泛 互联网 不断扩大 信息安全 越来越 重要
1,低分辨率 下小 物体检测 技术研究,综上 本文 使用 深度学习 方法 低分辨率 下小 物体 进行 检测 识别 技术研究 充分说明 深度学习 低分辨率 下小 物体检测 识别 可行性 优势 数据 扩充 方法 提高 检测 准确性 充分说明 人工 扩充 手段 有效性
0,C语言 安全 编译器 研究,互联网 众多 系统 面临 越来越 安全 挑战 大 挑战 源于 缓冲 溢出 攻击 此类 攻击 主要 形式 堆栈 溢出 攻击
1,便捷式 数字图像处理 系统研究,论文 研究 设计 图像 管理 功能 包括 图像 查询 修改 删除 添加 功能 ； 重点 分析 设计 实现 静态 图像 动态 图像 处理 算法 静态 图像处理算法 包括 图像 数据读取 中值滤波 灰度 化 梯度 获取 图像匹配 去 离散点 操作 ； 动态 图像处理 包括 物体 区域 定位 图像 二值化 图像 膨胀 边缘 求取 细化 运动轨迹 绘制 终 成功 实现 图像处理 系统
0,C语言 安全 编译器 研究,缓冲 溢出 攻击 原因在于 C C++程序 缺乏 相应 安全机制 程序 漏洞
1,儿童 安全 监护 系统 设计 实现,课题 基于 GPS 智能设备 儿童 定位 终端 主流 手机 平台 Andorid 上 开发 家长 实时监控 APP 采用 SSM （ Spring Spring MVC Mybatis ） 框架 MySQL数据库 搭建 服务端 实现 一个 儿童 安全 起到 实质性 保护 作用 监护 系统
0,C语言 安全 编译器 研究,堆栈 溢出 缓冲 溢出 相对 出现 堆栈 溢出 攻击程序 比较 容易 实现 尤其 需要 重点关注
1,党教 综合信息 平台 设计 研发,基于 以上 实际 情况 提出 建设 党教 综合信息 平台
0,C语言 安全 编译器 研究,堆栈 溢出 利用 程序 边界条件 检查 不 严谨 修改 堆栈 上 局部变量 过程 完成 注入 攻击 代码 更改 程序运行 流程 任务
1,凤凰 城 小区 物业管理 系统 设计 实现,系统 实现 物业 信息 共享 管理 规范 物业管理 企业 物业 小区 政府 物业管理单位 各项 业务 提高 信息处理 速度 准确度 方便 信息 不同 单位 之间 交换
0,C语言 安全 编译器 研究,缓冲 溢出 攻击 可能 得到 远程访问 系统 管理员权限 众多 攻击方式 尤为 危险
1,分层 架构 开发 嵌入式 WEB 系统,本文 还 真实 项目 论证 从无到有 使用 ESP 框架 分别 实现 Linux环境 下 W80 设备 VxWorks 下 OLT6300 设备 Web 部分 开发 证明 ESP 框架 不同 平台 上 应用 还 大大提高 开发效率 规范 开发 代码 降低 错误 发生 说明 这种 嵌入式 环境 下 分层 开发 思想 具有 较好 实际 使用价值
0,C语言 安全 编译器 研究,目前 已有 众多 方法 用来 防御 堆栈 溢出 攻击 大致 程序 编译 角度 操作系统 内核 cpu 体系结构 方面 着手
1,分布式 P2P 仿真技术 研究 实现,此基础 上 提出 双引擎 分布式 仿真 系统 西 体系结构 基于 度 序列 广度优先搜索 网络拓扑 划分算法
0,C语言 安全 编译器 研究,影响 较大 Stackguard 堆栈 放置 Canary 检测 堆栈 是否 溢出 ； stackshield 保存 堆栈 返回地址 保证 程序流程 正确 ； libsafe 提供 安全 库 替换 标准 不 安全 库 ； soloaris linux使用 不可 执行 堆栈 ；
1,分布式 P2P 仿真技术 研究 实现,本文 还 节点 仿真 引擎 网络仿真 引擎 涉及 关键技术 进行 研究 分析 提出 相关 标准 相应 技术 解决方案
0,C语言 安全 编译器 研究,方式 方法 后续 研究 开拓 思路
1,分布式 光伏 电站 网 申请 审核 系统 设计 实现,本文 设计 实现 分布式 光伏 电站 网 申请 审核 系统 能够 很大 程度 上 提高 分布式 光伏 发电站 网 申请 审核 工作 效率 节省 大量 纸质 申请 资料 达到 节能减排 要求
0,C语言 安全 编译器 研究,简要 介绍 GCC 前端 内容
1,分布式 光伏 电站 网 申请 审核 系统 设计 实现,主体 系统 涉及 尽量 操作 简单 快捷 界面 简洁 内容 完整 实现 高效 办公 解放 劳动力 作用
0,C语言 安全 编译器 研究,GCC 前端 目的 源代码 生成 AST 语法分析 树 再 AST 树 生成 RTL 中间 表示
1,分布式 入侵检测系统 关键技术 研究 实现,最后 基于 本文 分析 研究 进行 改进 工作 设计 实现 一个 分布式 入侵检测系统
0,C语言 安全 编译器 研究,后 RTL 中间 表示 交给 GCC 后端 进一步 处理
1,分布式 入侵检测系统 关键技术 研究 实现,本文 设计 实现 基于 Avro IDMEFNew 编码 组件
0,C语言 安全 编译器 研究,进一步 分析 这种 结构 安全性 兼容性 问题
1,分布式 入侵检测系统 关键技术 研究 实现,本文 基于 之前 分析 实验 工作 设计 实现 一个 分布式 入侵检测系统
0,C语言 安全 编译器 研究,简要 说明 GCC 修改 实现 分离 堆栈 程序运行 时 环境
1,分布式 块 文件系统 元数据 管理子系统 设计 实现,本文 自行 开发 面向 海量 高清 监控 视频流 分布式 块 文件系统 DBFS 背景 设计 实现 元数据 管理子系统 具体内容 如下 1. 数据存储 方面 系统 采用 逻辑卷 结构 非 结构化 视频流 数据转换 成为 块 数据 进行 存储
0,DB A算法 研究 经济型 GPON 系统 应用,网络技术 快速 发展 光纤 成本 急剧下降 传统 低 带宽 铜缆 接入 方式 正在 宽带 化 高速化 光纤到户 （ FTTH ） 取代 无源光网络 （ PON ） 低廉 成本 简单 结构 良好 性能 认为 实现 FTTH 最佳 技术
1,分布式存储 数据压缩 研究 实现,以上 提到 压缩 方案 压缩算法 都 一定 局限性 纠删 技术 数据恢复 慢 重复数据 删除 技术 十分 依赖 数据 之间 重复性 现有 压缩算法 没有 针对 分布式存储 特性 进行 优化 针对 以上 问题 结合 分布式存储 特点 本文 提出 设计 分布式存储 客户端 集成 弹性 数据压缩 方案 EDC （ Elastic Data Compression ） 主要 包含 字典 管理 模块 异步通信 模块 检测 模块 压缩解压缩 模块
0,DB A算法 研究 经济型 GPON 系统 应用,吉 比特 无源光网络 （ GPON ） 一种 支持 以太 业务 支持 TDM 业务 下一代 业务 接入网 技术 高带宽 利用率 高速率 高效率 全 业务 服务质量 （ QoS ） 保证 成为 目前 最 受 运营商 青睐 接入 方案
1,分布式 拒绝服务攻击 模拟系统 设计 实现,实验结果 检测 结合 计算机网络 相关 知识 提出 一些 针对 分布式 拒绝服务攻击 检测 防御 方法
0,DB A算法 研究 经济型 GPON 系统 应用,动态 带宽 分配 （ DBA ） GPON 最为 关键 技术 GPON 成功 有着 决定性 影响 研究 出 一套 简单 实用 DB A算法 显得 意义重大
1,分布式 时空 轨迹 计算 平台 设计 实现,2. 轨迹 场景 进行 分析 提炼出 三个 核心 轨迹 算子 包括 特征 聚类 特征 搜索 伴随 分析
0,DB A算法 研究 经济型 GPON 系统 应用,本文 分析 研究 背景 意义 介绍 国内外 研究 现状 动态 ； 讨论 GPON 系统结构 工作原理 关键技术 分析 分层 协议 帧 结构 GPON 独有 GEM 封装 模式 ； 阐述 传输 容器 （ T CONT ） 业务种类 带宽 类型 关系 介绍 三种 动态 带宽 报告 机制 解释 DBA 工作原理
1,分布式 时空 轨迹 计算 平台 设计 实现,加快 聚类 速度 聚 类算子 利用 视频 数据 时空 连续性 采取 先 合并 再 分割 策略 使 系统 能够 百万 级别 特征 进行 快速 聚类 相比 传统 聚类算法 极大 提升 算法 运行速度
0,DB A算法 研究 经济型 GPON 系统 应用,阐述 经济型 GPON 系统需求 主要 特点 软件架构 介绍 模块 划分 核心 模块 设计 详细描述 DBA 模块 设计
