files,sents,target
二 滩 水 电 站 电 能 量 管 理 综 合 评 价 系 统 的 设 计 与 实 现,主 要 工 作 及 贡 献 为 ： 1 本 论 文 对 电 能 质 量 综 合 评 估 方 法 进 行 理 论 分 析 ， 通 过 模 糊 数 学 方 法 量 化 电 能 质 量 评 估 指 标 - ， 最 终 输 出 电 能 质 量 综 合 评 估 结 果 ， 解 决 现 有 情 况 下 面 对 众 多 电 能 质 量 指 标 体 系 ， 各 体 系 评 估 标 准 不 统 一 ， 无 法 对 电 能 质 量 作 出 准 确 评 估 的 实 际 状 况 。,1
二 滩 水 电 站 电 能 量 管 理 综 合 评 价 系 统 的 设 计 与 实 现,2 使 用 2 0 1 0 平 台 ， 采 用 # 语 言 ， 设 计 一 套 电 能 量 管 理 分 析 软 件 系 统 ， 通 过 读 取 二 滩 水 电 站 计 算 机 监 控 系 统 的 历 史 数 据 ， 分 析 各 电 气 设 备 的 用 电 量 变 化 趋 势 、 电 能 质 量 、 设 备 特 征 参 数 变 化 情 况 ， 输 出 设 备 的 健 康 状 态 评 估 报 告 以 及 电 能 质 量 综 合 评 估 报 告 ， 摒 弃 人 工 抄 表 、 人 工 分 析 的 低 效 率 工 作 方 式 ， 提 升 二 滩 水 电 站 电 能 量 综 合 管 理 方 面 的 智 能 化 水 平 。,1
二 进 制 动 态 符 号 执 行 可 视 化 管 理 工 具 研 究 与 实 现,随 着 软 件 安 全 性 受 到 越 来 越 广 泛 的 关 注 ， 软 件 研 发 人 员 开 始 投 入 更 多 的 研 究 工 作 到 漏 洞 测 试 技 术 上 。,0
二 进 制 动 态 符 号 执 行 可 视 化 管 理 工 具 研 究 与 实 现,动 态 符 号 执 行 是 一 项 非 常 有 前 景 的 测 试 生 成 和 漏 洞 挖 掘 技 术 ， 多 项 研 究 表 明 它 具 有 潜 在 的 高 效 生 产 力 ， 目 前 这 项 技 术 的 研 究 重 点 已 经 开 始 从 学 术 研 究 向 工 业 化 应 用 演 进 。,0
二 进 制 动 态 符 号 执 行 可 视 化 管 理 工 具 研 究 与 实 现,然 而 ， 面 对 大 规 模 的 、 复 杂 的 软 件 项 目 时 ， 动 态 符 号 执 行 往 往 会 遭 遇 一 些 覆 盖 瓶 颈 ； 并 且 使 用 传 统 的 分 析 方 法 很 难 快 速 地 定 位 问 题 的 具 体 原 因 ， 造 成 了 大 量 的 工 作 量 被 消 耗 在 分 析 阶 段 。,0
二 进 制 动 态 符 号 执 行 可 视 化 管 理 工 具 研 究 与 实 现,在 这 样 的 情 况 下 ， 重 新 组 织 和 构 造 动 态 符 号 执 行 的 过 程 信 息 ， 将 其 测 试 生 成 过 程 进 行 可 视 化 呈 现 将 能 极 大 地 帮 助 到 分 析 人 员 进 行 过 程 分 析 ； 这 将 帮 助 快 速 地 辨 别 阻 碍 代 码 覆 盖 继 续 增 长 的 具 体 原 因 ， 并 指 导 相 应 的 修 改 和 重 新 配 置 以 使 得 动 态 符 号 执 行 走 出 停 滞 区 域 ， 进 一 步 提 升 代 码 覆 盖 率 。,0
二 进 制 动 态 符 号 执 行 可 视 化 管 理 工 具 研 究 与 实 现,本 文 基 于 以 上 的 动 机 ， 对 动 态 符 号 执 行 的 过 程 分 析 进 行 了 研 究 ， 设 计 出 了 一 种 针 对 动 态 符 号 执 行 的 可 视 化 分 析 方 法 ， 然 后 基 于 此 方 法 实 现 了 一 个 动 态 符 号 执 行 可 视 化 分 析 工 具 — — 。,0
二 进 制 动 态 符 号 执 行 可 视 化 管 理 工 具 研 究 与 实 现,本 文 的 研 究 将 主 要 从 以 下 3 个 方 面 进 行 展 开 。,0
二 进 制 动 态 符 号 执 行 可 视 化 管 理 工 具 研 究 与 实 现,第 一 ， 对 动 态 符 号 执 行 理 论 进 行 了 调 查 和 研 究 。,0
二 进 制 动 态 符 号 执 行 可 视 化 管 理 工 具 研 究 与 实 现,本 文 主 要 对 它 的 理 论 基 础 、 发 展 现 状 、 技 术 挑 战 和 相 应 的 解 决 方 案 进 行 了 系 统 的 阐 述 ， 然 后 横 向 对 比 了 7 款 主 流 的 动 态 符 号 执 行 工 具 。,0
二 进 制 动 态 符 号 执 行 可 视 化 管 理 工 具 研 究 与 实 现,研 究 表 明 ， 动 态 符 号 执 行 技 术 具 有 诸 多 的 优 势 ， 但 也 面 临 诸 多 的 技 术 挑 战 。,0
二 进 制 动 态 符 号 执 行 可 视 化 管 理 工 具 研 究 与 实 现,此 内 容 为 接 下 来 的 研 究 提 供 了 重 要 的 理 论 基 础 和 参 考 依 据 。,0
二 进 制 动 态 符 号 执 行 可 视 化 管 理 工 具 研 究 与 实 现,本 文 通 过 一 个 动 态 符 号 执 行 过 程 中 的 典 型 问 题 说 明 了 传 统 分 析 方 法 的 局 限 性 ， 然 后 提 出 了 对 应 的 可 视 化 分 析 方 法 。,0
二 进 制 动 态 符 号 执 行 可 视 化 管 理 工 具 研 究 与 实 现,本 文 详 细 定 义 了 这 种 方 法 的 概 念 和 原 理 ， 并 简 要 介 绍 了 这 种 方 法 所 带 来 的 优 势 。,0
二 进 制 动 态 符 号 执 行 可 视 化 管 理 工 具 研 究 与 实 现,这 是 一 个 跨 平 台 的 可 视 化 分 析 工 具 ， 具 有 良 好 的 图 形 交 互 特 性 ； 通 过 它 能 够 可 视 化 地 监 控 动 态 符 号 执 行 过 程 ， 并 且 在 覆 盖 问 题 发 生 的 时 候 快 速 地 展 开 问 题 分 析 。,0
二 进 制 动 态 符 号 执 行 可 视 化 管 理 工 具 研 究 与 实 现,本 内 容 具 体 描 述 了 此 工 具 的 实 现 架 构 ， 然 后 简 单 地 进 行 了 性 能 测 试 和 实 际 使 用 ， 以 此 展 现 了 的 可 用 性 。,0
二 进 制 动 态 符 号 执 行 可 视 化 管 理 工 具 研 究 与 实 现,目 前 能 够 对 进 行 可 视 化 分 析 ， 后 续 研 究 将 对 更 多 的 动 态 符 号 执 行 工 具 提 供 兼 容 性 支 持 以 帮 助 提 升 它 们 的 可 用 性 。,0
二 进 制 动 态 符 号 执 行 可 视 化 管 理 工 具 研 究 与 实 现,此 项 研 究 中 所 提 出 的 方 法 和 技 术 已 申 请 为 发 明 专 利 。,0
二 进 制 动 态 符 号 执 行 可 视 化 管 理 工 具 研 究 与 实 现,第 二 ， 设 计 针 对 动 态 符 号 执 行 的 可 视 化 分 析 方 法 。,1
二 进 制 动 态 符 号 执 行 可 视 化 管 理 工 具 研 究 与 实 现,第 三 ， 实 现 动 态 符 号 执 行 可 视 化 分 析 工 具 — — 。,1
从 化 市 某 镇 电 子 政 务 申 报 审 批 系 统 设 计 与 实 现,随 着 信 息 科 技 的 迅 猛 发 展 ， 各 级 政 务 部 门 借 助 现 代 计 算 机 技 术 实 现 申 报 审 批 工 作 自 动 化 和 信 息 化 的 趋 势 日 益 突 出 。,0
从 化 市 某 镇 电 子 政 务 申 报 审 批 系 统 设 计 与 实 现,作 者 以 实 际 应 用 为 开 发 背 景 ， 采 用 当 前 网 络 开 发 的 成 熟 的 主 流 技 术 ， 结 合 2 和 数 据 库 技 术 ， 设 计 并 开 发 了 一 个 基 于 / 模 式 的 电 子 政 务 申 报 审 批 系 统 。,0
从 化 市 某 镇 电 子 政 务 申 报 审 批 系 统 设 计 与 实 现,运 用 软 件 工 程 的 原 理 和 方 法 ， 首 先 对 开 发 系 统 进 行 了 需 求 分 析 ， 得 到 系 统 的 功 能 需 求 ， 并 运 用 面 向 对 象 建 模 技 术 ， 逐 步 给 出 了 系 统 的 用 例 图 和 系 统 类 图 ； 进 行 了 系 统 的 总 体 设 计 ， 给 出 了 系 统 功 能 模 块 的 设 计 ， 将 系 统 分 为 极 大 主 要 功 能 模 块 ， 还 进 行 了 系 统 体 系 结 构 的 设 计 和 系 统 数 据 库 的 设 计 等 ； 在 系 统 的 实 现 部 分 包 括 了 开 发 环 境 的 选 择 ， 系 统 数 据 库 访 问 的 实 现 ， 主 要 功 能 模 块 的 具 体 实 现 ， 模 块 实 现 关 键 代 码 等 ； 最 后 对 系 统 进 行 了 测 试 ， 并 对 系 统 的 测 试 结 果 进 行 了 分 析 ， 系 统 测 试 的 结 果 表 明 ， 系 统 很 好 的 实 现 了 用 户 的 需 求 ， 其 整 体 性 能 实 现 了 系 统 的 设 计 目 标 。,0
从 化 市 某 镇 电 子 政 务 申 报 审 批 系 统 设 计 与 实 现,本 课 题 从 这 一 点 出 发 并 针 对 各 级 政 务 部 门 申 报 审 批 工 作 的 实 际 需 求 ， 提 出 了 相 应 的 基 于 2 平 台 和 技 术 的 电 子 政 务 申 报 审 批 系 统 管 理 系 统 ， 提 高 了 申 报 审 批 工 作 的 效 率 ， 具 有 现 实 意 义 。,1
从 化 市 某 镇 电 子 政 务 申 报 审 批 系 统 设 计 与 实 现,本 课 题 实 现 的 电 子 政 务 申 报 审 批 系 统 界 面 友 好 、 操 作 方 便 、 系 统 可 靠 稳 定 ， 运 用 于 本 单 位 的 日 常 申 报 审 批 管 理 工 作 ， 实 现 了 申 报 审 批 管 理 工 作 的 信 息 化 管 理 ， 促 进 了 本 单 位 的 科 学 化 、 规 范 化 管 理 ， 从 而 进 一 步 提 高 了 工 作 效 率 ， 完 善 了 本 单 位 的 管 理 体 系 ， 同 时 也 为 今 后 开 发 类 似 的 系 统 提 供 了 借 鉴 和 帮 助 。,1
仓 储 管 理 系 统 研 究 与 实 现,"仓 储 可 以 分 开 为 仓 和 储 两 个 字 来 理 解 ， 仓 可 以 视 作 为 保 存 和 存 放 , 存 放 的 地 方 可 以 是 房 屋 、 普 通 的 容 器 或 大 型 的 场 所 等 。",0
仓 储 管 理 系 统 研 究 与 实 现,""" 储 "" 可 以 视 作 为 储 备 、 储 存 , 表 示 收 到 货 存 放 东 西 以 便 备 用 。",0
仓 储 管 理 系 统 研 究 与 实 现,仓 储 合 起 来 理 解 为 通 过 把 商 品 与 物 品 统 一 存 放 在 固 定 的 地 方 和 场 所 进 行 统 一 使 用 管 理 。,0
仓 储 管 理 系 统 研 究 与 实 现,仓 储 是 体 现 企 业 工 厂 所 有 物 资 现 状 和 综 合 活 动 ， 是 连 接 生 产 、 供 应 、 销 售 的 中 转 站 ， 对 提 高 企 业 的 物 资 管 理 、 生 产 效 率 起 着 非 常 重 要 的 作 用 。,0
仓 储 管 理 系 统 研 究 与 实 现,仓 储 管 理 也 是 从 物 资 的 生 产 、 采 购 、 存 放 、 使 用 、 回 收 等 全 过 程 的 管 理 。,0
仓 储 管 理 系 统 研 究 与 实 现,现 代 的 企 业 管 理 模 式 逐 步 都 是 会 转 变 为 系 统 化 、 规 范 化 和 自 动 化 管 理 ， 从 而 提 高 企 业 管 理 效 率 的 。,0
仓 储 管 理 系 统 研 究 与 实 现,一 个 企 业 的 仓 储 管 理 智 能 化 程 度 反 应 了 整 个 企 业 的 物 资 管 理 水 平 ， 智 能 化 的 管 理 能 够 避 免 由 于 人 为 管 理 的 疏 忽 和 失 误 造 成 企 业 资 产 流 失 、 决 策 失 误 等 环 节 。,0
仓 储 管 理 系 统 研 究 与 实 现,"一 个 结 合 企 业 自 身 特 点 量 身 "" 订 做 "" 的 仓 储 管 理 系 统 能 辅 助 管 理 人 员 及 时 、 准 确 、 高 效 的 完 成 本 企 业 的 物 资 管 理 。",0
仓 储 管 理 系 统 研 究 与 实 现,本 文 是 以 国 网 四 川 检 修 公 司 为 研 究 对 象 ， 根 据 电 力 系 统 的 一 线 生 产 的 特 殊 性 和 必 要 性 。,0
仓 储 管 理 系 统 研 究 与 实 现,结 合 检 修 公 司 的 物 资 管 理 相 关 流 程 和 企 业 自 身 运 营 方 式 。,0
仓 储 管 理 系 统 研 究 与 实 现,基 于 以 作 为 后 台 数 据 库 ， 以 为 编 程 语 言 作 为 前 台 开 发 工 具 来 开 发 设 计 的 仓 储 管 理 系 统 。,0
仓 储 管 理 系 统 研 究 与 实 现,整 个 系 统 由 入 库 管 理 、 出 库 管 理 、 采 购 管 理 、 审 核 管 理 、 库 存 管 理 、 系 统 管 理 、 基 本 信 息 管 理 等 多 个 模 块 组 成 。,0
仓 储 管 理 系 统 研 究 与 实 现,特 别 针 对 电 力 行 业 的 特 殊 性 ， 该 系 统 对 部 分 资 产 性 物 资 的 属 性 、 处 置 流 程 进 行 了 细 化 和 备 注 。,0
仓 储 管 理 系 统 研 究 与 实 现,最 终 形 成 一 个 中 小 型 数 据 库 的 仓 储 管 理 系 统 ， 该 系 统 界 面 美 观 、 操 作 简 单 、 安 全 性 高 ， 并 能 满 足 自 己 工 作 和 自 身 所 在 企 业 的 物 资 管 理 。,1
仓 库 库 存 管 理 系 统 设 计 与 实 现,"在 经 济 一 体 化 、 信 息 技 术 的 不 断 发 展 的 今 天 ， 现 代 物 流 业 正 在 世 界 范 围 内 广 泛 兴 起 ， 被 大 多 数 企 业 普 遍 应 用 ， 并 被 视 为 提 高 劳 动 生 产 率 、 降 低 物 质 消 耗 之 后 的 "" 第 三 利 润 源 "" 。",0
仓 库 库 存 管 理 系 统 设 计 与 实 现,对 企 业 物 流 进 行 合 理 有 效 的 管 理 ， 从 而 实 现 企 业 竞 争 力 的 提 高 ， 是 值 得 现 代 企 业 认 真 思 考 的 一 个 重 要 课 题 。,0
仓 库 库 存 管 理 系 统 设 计 与 实 现,利 用 先 进 的 信 息 技 术 ， 以 现 代 物 流 管 理 思 想 为 核 心 ， 是 指 导 企 业 物 流 实 现 高 效 管 理 的 主 要 方 法 。,0
仓 库 库 存 管 理 系 统 设 计 与 实 现,"本 篇 论 文 ， 以 联 强 国 际 有 限 公 司 "" 联 强 国 际 有 限 公 司 仓 储 管 理 系 统 - - 以 下 简 称 - - 升 级 改 造 工 程 "" 为 研 究 对 象 , 从 企 业 信 息 系 统 规 划 的 高 度 , 提 出 了 联 强 国 际 有 限 公 司 仓 储 管 理 系 统 升 级 改 造 工 程 总 体 规 划 。",0
仓 库 库 存 管 理 系 统 设 计 与 实 现,"并 通 过 研 究 仓 储 管 理 系 统 的 管 理 思 想 、 物 流 思 想 , 结 合 企 业 实 际 情 况 , 做 出 了 包 括 功 能 结 构 、 软 件 体 系 结 构 以 及 系 统 网 络 结 构 在 内 的 ， 基 于 仓 储 管 理 系 统 的 信 息 系 统 体 系 结 构 。",0
仓 库 库 存 管 理 系 统 设 计 与 实 现,"在 开 发 策 略 上 , 通 过 分 析 软 件 工 程 、 数 据 库 技 术 等 方 法 ， 及 应 用 软 件 开 发 技 术 , 本 文 选 择 了 适 用 于 联 强 国 际 有 限 公 司 的 、 基 于 模 型 的 仓 储 管 理 系 统 开 发 方 法 。",0
仓 库 库 存 管 理 系 统 设 计 与 实 现,"本 篇 论 文 总 结 了 联 强 国 际 有 限 公 司 的 仓 储 管 理 系 统 现 存 问 题 ， 并 在 分 析 客 观 管 理 需 求 的 基 础 上 , 结 合 模 型 开 发 方 法 , 对 仓 储 管 理 系 统 中 各 个 功 能 子 系 统 的 过 程 模 型 、 数 据 逻 辑 模 型 、 数 据 概 念 模 型 以 及 用 户 界 面 进 行 了 重 新 设 计 。",1
仓 库 库 存 管 理 系 统 设 计 与 实 现,"本 文 的 重 点 是 研 究 企 业 仓 库 盘 点 作 业 的 管 理 现 状 , 并 在 单 机 环 境 下 设 计 并 实 现 了 仓 库 盘 点 功 能 , 详 细 说 明 了 仓 库 盘 点 功 能 的 设 计 思 路 , 并 在 软 件 中 得 到 了 实 现 。",1
仓 库 库 存 管 理 系 统 设 计 与 实 现,"实 现 结 果 表 明 , 该 功 能 的 访 问 速 度 快 , 在 解 决 仓 库 盘 点 的 问 题 上 应 用 效 果 好 。",1
仓 库 物 流 管 理 信 息 系 统 的 设 计 与 实 现,我 国 物 流 信 息 化 虽 然 近 些 年 得 到 了 长 足 的 发 展 ， 但 还 存 在 着 一 些 突 出 问 题 ： 物 流 行 业 的 信 息 资 源 开 发 利 用 不 足 ， 信 息 化 发 展 不 平 衡 ， 先 进 信 息 技 术 在 物 流 行 业 的 应 用 水 平 较 低 ， 物 品 管 理 的 信 息 化 水 平 不 高 。,0
仓 库 物 流 管 理 信 息 系 统 的 设 计 与 实 现,本 课 题 针 对 对 我 国 物 流 企 业 信 息 化 管 理 开 发 了 一 套 管 理 信 息 系 统 。,0
仓 库 物 流 管 理 信 息 系 统 的 设 计 与 实 现,需 求 分 析 包 括 两 个 方 面 ： 功 能 性 的 需 求 分 析 和 非 功 能 性 的 需 求 分 析 。,0
仓 库 物 流 管 理 信 息 系 统 的 设 计 与 实 现,并 针 对 性 地 进 行 了 用 例 分 析 。,0
仓 库 物 流 管 理 信 息 系 统 的 设 计 与 实 现,展 示 层 即 仓 库 物 流 管 理 信 息 系 统 的 网 站 。,0
仓 库 物 流 管 理 信 息 系 统 的 设 计 与 实 现,应 用 服 务 层 是 整 个 仓 库 物 流 管 理 信 息 系 统 ， 包 括 仓 库 物 流 信 息 管 理 的 基 础 平 台 。,0
仓 库 物 流 管 理 信 息 系 统 的 设 计 与 实 现,数 据 层 包 括 三 个 部 分 ： 一 个 是 系 统 的 数 据 库 ， 里 面 存 储 着 业 务 数 据 ， 另 外 一 部 分 是 共 享 数 据 ， 与 其 它 的 信 息 系 统 进 行 集 成 。,0
仓 库 物 流 管 理 信 息 系 统 的 设 计 与 实 现,系 统 数 据 包 括 系 统 的 软 件 系 统 和 网 络 平 台 。,0
仓 库 物 流 管 理 信 息 系 统 的 设 计 与 实 现,论 文 在 2 0 0 8 中 对 设 计 结 果 进 行 了 实 现 ， 并 对 实 现 的 结 果 进 行 了 测 试 。,0
仓 库 物 流 管 理 信 息 系 统 的 设 计 与 实 现,测 试 结 果 表 明 ， 系 统 基 本 上 达 到 了 设 计 的 要 求 。,0
仓 库 物 流 管 理 信 息 系 统 的 设 计 与 实 现,论 文 对 仓 库 物 流 管 理 信 息 系 统 的 开 发 背 景 、 国 内 外 发 展 动 态 进 论 述 ， 确 定 了 仓 库 物 流 企 业 业 务 流 程 以 并 获 取 了 业 务 需 求 的 信 息 格 式 ， 全 面 分 析 用 户 需 求 ， 并 形 成 需 求 文 档 。,0
仓 库 物 流 管 理 信 息 系 统 的 设 计 与 实 现,论 文 根 据 仓 库 物 流 企 业 的 相 关 需 求 ， 结 合 企 业 业 务 实 际 ， 确 定 系 统 要 实 现 的 功 能 ， 然 后 对 系 统 进 行 概 要 设 计 ， 并 在 概 要 设 计 的 基 础 上 进 行 模 块 的 详 细 设 计 ， 以 及 数 据 库 设 计 。,0
仓 库 物 流 管 理 信 息 系 统 的 设 计 与 实 现,在 功 能 性 的 需 求 分 析 方 面 ， 根 据 当 前 仓 库 物 流 企 业 管 理 的 工 作 流 程 对 系 统 的 业 务 流 程 进 行 了 分 析 ， 重 点 对 仓 库 管 理 、 收 货 管 理 、 发 货 管 理 、 破 损 处 理 、 退 货 处 理 等 业 务 流 程 进 行 了 分 析 。,0
仓 库 物 流 管 理 信 息 系 统 的 设 计 与 实 现,在 非 功 能 性 需 求 分 析 方 面 ， 对 系 统 的 安 全 性 、 稳 定 性 、 数 据 处 理 量 和 系 统 反 应 时 间 做 了 分 析 。,0
仓 库 物 流 管 理 信 息 系 统 的 设 计 与 实 现,论 文 在 总 体 结 构 上 将 系 统 设 计 为 展 示 层 、 应 用 服 务 层 和 数 据 层 。,0
仓 库 物 流 管 理 信 息 系 统 的 设 计 与 实 现,服 务 器 采 用 的 进 行 构 架 ， 数 据 库 采 用 2 0 0 8 进 行 设 计 ， 将 系 统 数 据 库 设 计 为 7 个 表 进 行 存 储 ， 并 为 每 个 表 设 计 了 数 据 格 式 。,0
仓 库 物 流 管 理 信 息 系 统 的 设 计 与 实 现,系 统 的 开 发 对 推 动 我 国 物 流 信 息 化 的 发 展 ， 对 促 进 现 代 物 流 的 科 学 发 展 和 加 快 转 变 经 济 发 展 方 式 具 有 重 要 意 义 ， 为 我 国 物 流 行 业 信 息 化 建 设 做 出 了 一 定 贡 献 。,1
仓 库 管 理 系 统 的 设 计 与 实 现,在 计 算 机 技 术 日 新 月 异 的 时 代 ， 计 算 机 管 理 也 在 各 大 企 业 中 遍 地 开 花 ， 其 与 企 业 管 理 的 关 系 也 变 得 密 不 可 分 。,0
仓 库 管 理 系 统 的 设 计 与 实 现,仓 库 管 理 系 统 是 一 种 典 型 的 信 息 管 理 系 统 ， 主 要 内 容 有 建 立 和 维 护 后 台 数 据 库 以 及 开 发 前 端 应 用 程 序 。,0
仓 库 管 理 系 统 的 设 计 与 实 现,前 者 的 标 准 是 数 据 一 致 性 和 完 整 性 强 、 数 据 安 全 性 好 ； 后 者 的 特 点 则 有 易 使 用 、 应 用 程 序 功 能 完 备 等 。,0
仓 库 管 理 系 统 的 设 计 与 实 现,仓 储 管 理 信 息 系 统 的 关 键 就 是 利 用 自 动 控 制 技 术 和 计 算 机 技 术 结 合 将 仓 库 的 物 流 信 息 移 动 自 动 、 实 时 、 准 确 地 进 去 仓 储 管 理 信 息 系 统 ， 以 实 现 仓 储 信 息 流 的 完 全 统 一 ， 进 而 实 现 高 速 、 高 效 的 仓 储 信 息 化 管 理 。,0
仓 库 管 理 系 统 的 设 计 与 实 现,系 统 先 是 从 理 论 上 介 绍 了 了 仓 库 管 理 系 统 的 概 念 、 目 的 、 方 法 、 原 则 、 现 状 ， 然 后 对 仓 库 管 理 的 内 容 进 行 了 详 细 的 介 绍 ， 从 而 使 仓 库 管 理 系 统 软 件 有 了 搭 配 的 理 论 依 据 和 具 体 操 作 细 则 ， 并 可 以 通 过 这 些 来 了 解 仓 库 管 理 的 侧 重 点 。,0
仓 库 管 理 系 统 的 设 计 与 实 现,系 统 有 较 高 的 安 全 性 和 较 好 的 性 能 。,0
仓 库 管 理 系 统 的 设 计 与 实 现,本 系 统 在 软 件 和 硬 件 方 面 着 手 ， 结 合 计 算 机 软 件 ， 即 仓 库 管 理 系 统 ， 货 物 识 别 系 统 的 硬 件 ， 即 激 光 条 码 扫 描 仪 来 实 现 仓 库 的 信 息 化 管 理 。,0
仓 库 管 理 系 统 的 设 计 与 实 现,紧 接 着 在 软 件 设 计 的 角 度 上 对 系 统 的 设 计 进 行 了 分 析 和 架 构 设 计 ， 包 括 功 能 需 求 分 析 、 业 务 需 求 分 析 、 软 硬 件 需 求 分 析 等 ， 简 要 介 绍 了 系 统 各 功 能 模 块 及 数 据 库 的 设 计 ， 将 . 技 术 和 2 0 0 5 开 发 企 业 仓 库 管 理 系 统 时 的 数 据 库 访 问 技 术 在 功 能 和 原 理 层 面 进 行 了 描 述 ， 本 系 统 . 的 开 发 语 言 为 ＃ ， 后 台 数 据 库 使 用 2 0 0 5 ， 在 准 确 性 、 安 全 性 、 运 行 速 度 方 面 都 具 有 绝 对 优 势 ， 这 些 特 点 决 定 其 对 较 大 容 量 的 数 据 库 进 行 处 理 时 的 高 效 。,0
仓 库 管 理 系 统 的 设 计 与 实 现,最 后 通 过 对 系 统 主 要 功 能 的 测 试 ， 实 现 了 理 论 和 实 践 的 结 合 ， 将 仓 库 管 理 理 论 和 软 件 操 作 结 合 起 来 ， 实 现 对 系 统 开 发 流 程 的 更 进 一 步 的 理 解 。,0
仓 库 管 理 系 统 的 设 计 与 实 现,本 仓 库 管 理 软 件 包 含 报 表 系 统 ， 库 存 管 理 系 统 等 模 块 ， 拥 有 简 洁 、 美 观 的 软 件 界 面 设 计 ， 人 性 化 的 软 件 流 程 ， 使 用 户 能 很 快 掌 握 软 件 操 作 和 使 用 的 方 法 。,1
仓 库 管 理 系 统 的 设 计 与 实 现,报 表 与 集 成 查 询 功 能 作 为 本 软 件 的 特 色 ， 使 查 询 操 作 无 需 打 开 多 个 窗 口 重 复 进 行 ， 功 能 在 用 户 需 要 使 用 的 位 置 自 然 体 现 。,1
仓 库 管 理 系 统 的 设 计 与 开 发,仓 库 是 企 业 物 流 系 统 中 的 重 要 环 节 ， 是 企 业 实 现 现 代 化 管 理 的 基 础 。,0
仓 库 管 理 系 统 的 设 计 与 开 发,随 着 企 业 规 模 的 不 断 扩 大 ， 仓 库 管 理 的 物 料 种 类 、 数 量 在 不 断 增 加 ， 出 入 库 频 率 剧 增 ， 仓 库 管 理 作 业 变 得 十 分 复 杂 和 多 样 化 ， 传 统 的 人 工 仓 库 作 业 模 式 和 数 据 采 集 方 式 已 难 以 满 足 仓 库 管 理 快 速 、 准 确 的 要 求 ， 严 重 影 响 了 企 业 的 运 行 工 作 效 率 ， 成 为 制 约 企 业 发 展 的 一 大 障 碍 。,0
仓 库 管 理 系 统 的 设 计 与 开 发,针 对 国 内 现 有 仓 储 管 理 系 统 的 不 足 ， 本 课 题 研 究 结 合 技 术 ， 试 图 通 过 与 软 件 系 统 的 配 合 ， 解 决 传 统 仓 库 管 理 系 统 所 存 在 的 弊 端 。,0
仓 库 管 理 系 统 的 设 计 与 开 发,实 现 一 个 自 动 化 管 理 货 物 入 库 、 出 库 和 风 险 监 控 等 功 能 的 仓 库 管 理 系 统 。,0
仓 库 管 理 系 统 的 设 计 与 开 发,本 课 题 以 中 小 型 企 业 的 实 际 需 求 为 基 础 ， 详 细 剖 析 企 业 业 务 需 求 ， 并 针 对 其 进 行 系 统 的 设 计 工 作 。,0
仓 库 管 理 系 统 的 设 计 与 开 发,以 实 现 一 个 健 壮 、 简 洁 、 具 有 高 扩 展 性 和 高 可 维 护 性 的 仓 库 管 理 系 统 为 目 标 ， 达 到 减 少 企 业 管 理 成 本 ， 并 且 提 升 工 作 效 率 。,0
仓 库 管 理 系 统 的 设 计 与 开 发,本 文 的 主 要 工 作 是 通 过 调 研 选 择 合 适 的 编 程 语 言 ， 设 计 与 实 现 仓 库 管 理 系 统 的 软 件 编 程 部 分 。,0
仓 库 管 理 系 统 的 设 计 与 开 发,在 软 件 开 发 的 过 程 中 ， 通 过 熟 悉 业 务 流 程 ， 梳 理 业 务 需 求 ， 提 出 并 完 善 了 对 于 仓 储 管 理 系 统 的 数 据 库 的 设 计 ， 为 仓 储 管 理 系 统 的 设 计 与 实 现 奠 定 了 基 础 。,0
仓 库 管 理 系 统 的 设 计 与 开 发,本 文 提 出 基 于 编 程 语 言 的 / 架 构 软 件 系 统 设 计 方 案 ， 简 化 客 户 端 开 发 ， 提 升 可 维 护 性 。,0
仓 库 管 理 系 统 的 设 计 与 开 发,本 课 题 的 研 究 成 果 主 要 有 以 下 几 个 方 面 ： 1 . 研 究 使 用 技 术 与 软 件 系 统 相 结 合 ， 优 化 传 统 的 老 旧 的 仓 储 管 理 系 统 运 作 方 式 。,1
仓 库 管 理 系 统 的 设 计 与 开 发,2 . 针 对 企 业 需 求 ， 设 计 数 据 库 表 结 构 、 视 图 与 相 关 函 数 ， 精 简 冗 余 数 据 ， 使 整 个 仓 储 管 理 流 程 不 再 复 杂 化 。,1
仓 库 管 理 系 统 的 设 计 与 开 发,3 . 使 用 编 程 语 言 与 框 架 ， 使 开 发 的 系 统 各 部 分 间 耦 合 性 更 低 ， 便 于 管 理 、 维 护 。,1
低 分 辨 率 下 小 物 体 检 测 技 术 研 究,伴 随 人 类 社 会 进 入 二 十 一 世 纪 ， 各 种 海 量 数 据 累 积 以 及 计 算 能 力 的 大 幅 提 高 促 使 深 度 学 习 技 术 迅 猛 发 展 。,0
低 分 辨 率 下 小 物 体 检 测 技 术 研 究,深 度 学 习 已 经 在 图 像 识 别 、 检 测 、 生 成 等 诸 多 图 像 领 域 取 得 突 破 进 展 ， 其 中 物 体 检 测 技 术 在 工 业 生 产 、 公 共 交 通 、 医 疗 卫 生 等 领 域 获 得 广 泛 运 用 ， 促 进 了 生 产 生 活 的 智 能 化 进 程 。,0
低 分 辨 率 下 小 物 体 检 测 技 术 研 究,低 分 辨 率 下 的 小 物 体 检 测 在 城 市 交 通 、 工 业 生 产 、 大 众 娱 乐 等 领 域 具 有 无 穷 潜 力 。,0
